,movieId,title,genres,userId,tag
2728,2632,"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965)",Adventure|Drama|Mystery,,
2729,2633,"Mummy, The (1932)",Horror|Romance,,
2730,2634,"Mummy, The (1959)",Horror,,
2731,2639,Mommie Dearest (1981),Drama,,
2735,2643,Superman IV: The Quest for Peace (1987),Action|Adventure|Sci-Fi,,
2736,2644,Dracula (1931),Horror,,
2738,2651,Frankenstein Meets the Wolf Man (1943),Horror,,
2739,2652,"Curse of Frankenstein, The (1957)",Horror,,
2740,2654,"Wolf Man, The (1941)",Drama|Fantasy|Horror,,
2741,2655,Howling II: Your Sister Is a Werewolf (1985),Horror,,
2742,2656,Tarantula (1955),Horror|Sci-Fi,,
2743,2657,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi,,
2744,2659,It Came from Hollywood (1982),Comedy|Documentary,,
2746,2661,It Came from Outer Space (1953),Sci-Fi,,
2749,2665,Earth vs. the Flying Saucers (1956),Sci-Fi,,
2750,2668,Swamp Thing (1982),Horror|Sci-Fi,,
2751,2669,Pork Chop Hill (1959),War,,
2752,2670,Run Silent Run Deep (1958),War,,
2753,2671,Notting Hill (1999),Comedy|Romance,,
2754,2672,"Thirteenth Floor, The (1999)",Drama|Sci-Fi|Thriller,,
2755,2674,"Loss of Sexual Innocence, The (1999)",Drama|Fantasy,,
2756,2676,Instinct (1999),Drama|Thriller,,
2758,2681,Free Enterprise (1998),Comedy|Romance|Sci-Fi,,
2759,2682,Limbo (1999),Drama,,
2760,2683,Austin Powers: The Spy Who Shagged Me (1999),Action|Adventure|Comedy,,
2761,2686,"Red Violin, The (Violon rouge, Le) (1998)",Drama|Mystery,,
2762,2687,Tarzan (1999),Adventure|Animation|Children|Drama,,
2763,2688,"General's Daughter, The (1999)",Crime|Drama|Mystery|Thriller,,
2764,2690,"Ideal Husband, An (1999)",Comedy|Romance,,
2765,2691,"Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano) (1998)",Drama,,
2769,2695,"Boys, The (1998)",Drama,,
2770,2696,"Dinner Game, The (Dîner de cons, Le) (1998)",Comedy,,
2771,2697,My Son the Fanatic (1997),Comedy|Drama|Romance,,
2772,2698,Zone 39 (1997),Sci-Fi,,
2782,2701,Wild Wild West (1999),Action|Comedy|Sci-Fi|Western,,
2783,2702,Summer of Sam (1999),Drama,,
2792,2707,Arlington Road (1999),Thriller,,
2793,2708,"Autumn Tale, An (Conte d'automne) (1998)",Romance,,
2794,2709,Muppets From Space (1999),Children|Comedy,,
2798,2713,Lake Placid (1999),Horror|Thriller,,
2801,2718,Drop Dead Gorgeous (1999),Comedy,,
2803,2720,Inspector Gadget (1999),Action|Adventure|Children|Comedy,,
2804,2722,Deep Blue Sea (1999),Action|Horror|Sci-Fi|Thriller,,
2806,2724,Runaway Bride (1999),Comedy|Romance,,
2807,2725,Twin Falls Idaho (1999),Drama,,
2809,2727,Killer's Kiss (1955),Crime|Film-Noir,,
2813,2729,Lolita (1962),Drama|Romance,,
2814,2730,Barry Lyndon (1975),Drama|Romance|War,,
2820,2732,Jules and Jim (Jules et Jim) (1961),Drama|Romance,,
2821,2733,Vibes (1988),Adventure|Comedy|Romance,,
2822,2734,"Mosquito Coast, The (1986)",Adventure|Drama|Thriller,,
2823,2735,"Golden Child, The (1986)",Action|Adventure|Comedy|Fantasy|Mystery,,
2824,2736,Brighton Beach Memoirs (1986),Comedy,,
2825,2737,Assassination (1987),Action|Drama|Thriller,,
2826,2738,Crimes of the Heart (1986),Comedy|Drama,,
2827,2739,"Color Purple, The (1985)",Drama,,
2828,2740,"Kindred, The (1986)",Horror|Sci-Fi,,
2829,2741,No Mercy (1986),Action|Crime|Thriller,,
2830,2742,Ménage (Tenue de soirée) (1986),Comedy|Drama,,
2831,2743,Native Son (1986),Drama,,
2832,2744,Otello (1986),Drama,,
2835,2746,Little Shop of Horrors (1986),Comedy|Horror|Musical,,
2836,2747,"Little Shop of Horrors, The (1960)",Comedy|Horror,,
2837,2748,Allan Quatermain and the Lost City of Gold (1987),Action|Adventure|Comedy,,
2838,2749,"Morning After, The (1986)",Drama|Mystery,,
2841,2751,From the Hip (1987),Comedy|Drama,,
2842,2752,Outrageous Fortune (1987),Comedy|Mystery,,
2843,2754,Deadtime Stories (1987),Horror,,
2844,2757,Frances (1982),Drama,,
2845,2759,Dick (1999),Comedy,,
2857,2763,"Thomas Crown Affair, The (1999)",Action|Mystery,,
2858,2764,"Thomas Crown Affair, The (1968)",Crime|Drama|Romance|Thriller,,
2859,2765,"Acid House, The (1998)",Comedy|Drama,,
2860,2766,"Adventures of Sebastian Cole, The (1998)",Comedy|Drama,,
2861,2769,"Yards, The (2000)",Crime|Drama,,
2862,2770,Bowfinger (1999),Comedy,,
2863,2771,Brokedown Palace (1999),Drama,,
2864,2772,Detroit Rock City (1999),Comedy,,
2865,2774,Better Than Chocolate (1999),Comedy|Romance,,
2866,2775,Head On (1998),Drama,,
2867,2779,Heaven Can Wait (1978),Comedy,,
2868,2782,Pit and the Pendulum (1961),Horror,,
2869,2784,"Masque of the Red Death, The (1964)",Horror,,
2870,2786,Haunted Honeymoon (1986),Comedy,,
2872,2788,Monty Python's And Now for Something Completely Different (1971),Comedy,,
2873,2789,Damien: Omen II (1978),Horror,,
2874,2790,"Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981)",Horror|Thriller,,
2877,2792,Airplane II: The Sequel (1982),Comedy,,
2878,2793,"American Werewolf in Paris, An (1997)",Comedy|Horror|Romance|Thriller,,
2879,2794,European Vacation (aka National Lampoon's European Vacation) (1985),Adventure|Comedy|Romance,,
2880,2795,National Lampoon's Vacation (1983),Comedy,,
2881,2796,Funny Farm (1988),Comedy,,
2883,2798,Problem Child (1990),Children|Comedy,,
2884,2799,Problem Child 2 (1991),Comedy,,
2885,2800,Little Nemo: Adventures in Slumberland (1992),Adventure|Animation|Children|Drama|Fantasy,,
2887,2802,Tequila Sunrise (1988),Action|Drama|Romance|Thriller,,
2890,2805,Mickey Blue Eyes (1999),Comedy|Romance,,
2891,2806,Teaching Mrs. Tingle (1999),Comedy|Thriller,,
2892,2807,Universal Soldier: The Return (1999),Action|Sci-Fi,,
2893,2808,Universal Soldier (1992),Action|Sci-Fi,,
2894,2810,Perfect Blue (1997),Animation|Horror|Mystery|Thriller,,
2895,2812,In Too Deep (1999),Action|Thriller,,
2896,2813,"Source, The (1999)",Documentary,,
2897,2815,Iron Eagle (1986),Action|War,,
2898,2816,Iron Eagle II (1988),Action|War,,
2899,2817,Aces: Iron Eagle III (1992),Action,,
2900,2818,Iron Eagle IV (1995),Action|War,,
2901,2819,Three Days of the Condor (3 Days of the Condor) (1975),Drama|Mystery|Romance|Thriller,,
2902,2820,Hamlet (1964),Drama,,
2903,2822,Medicine Man (1992),Adventure|Romance,,
2904,2824,On the Ropes (1999),Documentary|Drama,,
2905,2826,"13th Warrior, The (1999)",Action|Adventure|Fantasy,,
2907,2828,Dudley Do-Right (1999),Children|Comedy,,
2908,2829,"Muse, The (1999)",Comedy,,
2909,2835,Chill Factor (1999),Action|Adventure|Comedy|Thriller,,
2910,2836,Outside Providence (1999),Comedy,,
2911,2837,Bedrooms & Hallways (1998),Comedy|Romance,,
2912,2839,West Beirut (West Beyrouth) (1998),Drama,,
2913,2840,Stigmata (1999),Drama|Thriller,,
2914,2841,Stir of Echoes (1999),Horror|Mystery|Thriller,,
2915,2843,"Black Cat, White Cat (Crna macka, beli macor) (1998)",Comedy|Romance,,
2916,2844,"Minus Man, The (1999)",Drama|Mystery,,
2917,2846,"Adventures of Milo and Otis, The (Koneko monogatari) (1986)",Adventure|Children|Comedy|Drama,,
2918,2847,Only Angels Have Wings (1939),Adventure|Drama|Romance,,
2919,2848,"Othello (Tragedy of Othello: The Moor of Venice, The) (1952)",Drama,,
2920,2851,Saturn 3 (1980),Adventure|Sci-Fi|Thriller,,
2921,2852,"Soldier's Story, A (1984)",Drama,,
2922,2856,I Saw What You Did (1965),Thriller,,
2923,2857,Yellow Submarine (1968),Adventure|Animation|Comedy|Fantasy|Musical,,
2924,2858,American Beauty (1999),Drama|Romance,,
2925,2859,Stop Making Sense (1984),Documentary|Musical,,
2926,2860,Blue Streak (1999),Comedy,,
2927,2861,For Love of the Game (1999),Comedy|Drama,,
2928,2862,Caligula (1979),Drama,,
2930,2865,Sugar Town (1999),Comedy,,
2931,2866,"Buddy Holly Story, The (1978)",Drama,,
2932,2867,Fright Night (1985),Comedy|Horror|Thriller,,
2933,2868,Fright Night Part II (1988),Horror,,
2934,2870,Barefoot in the Park (1967),Comedy,,
2938,2874,"Pajama Game, The (1957)",Comedy|Musical|Romance,,
2939,2875,Sommersby (1993),Drama|Mystery|Romance,,
2940,2876,Thumbelina (1994),Animation|Children|Fantasy,,
2941,2877,Tommy (1975),Musical,,
2942,2878,Hell Night (1981),Horror,,
2943,2879,Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak) (1991),Action|Adventure|Comedy,,
2944,2880,Armour of God (Long xiong hu di) (1987),Action|Adventure|Comedy,,
2945,2881,Double Jeopardy (1999),Action|Crime|Drama|Thriller,,
2946,2882,Jakob the Liar (1999),Drama,,
2947,2883,Mumford (1999),Comedy|Drama,,
2948,2884,Dog Park (1998),Comedy|Romance,,
2949,2885,Guinevere (1999),Drama|Romance,,
2950,2886,"Adventures of Elmo in Grouchland, The (1999)",Children|Comedy,,
2951,2887,Simon Sez (1999),Action|Comedy,,
2952,2888,Drive Me Crazy (1999),Comedy|Romance,,
2953,2889,"Mystery, Alaska (1999)",Comedy|Drama,,
2954,2890,Three Kings (1999),Action|Adventure|Comedy|Drama|War,,
2955,2891,"Happy, Texas (1999)",Comedy,,
2956,2892,New Rose Hotel (1998),Action|Drama,,
2957,2893,Plunkett & MaCleane (1999),Action|Adventure|Drama,,
2958,2894,Romance (1999),Drama|Romance,,
2959,2896,Alvarez Kelly (1966),Western,,
2960,2897,And the Ship Sails On (E la nave va) (1983),Comedy|War,,
2961,2898,"Dark Half, The (1993)",Horror|Mystery,,
2962,2899,Gulliver's Travels (1939),Adventure|Animation|Children,,
2963,2900,Monkey Shines (1988),Horror|Sci-Fi,,
2964,2901,Phantasm (1979),Horror|Sci-Fi,,
2965,2902,Psycho II (1983),Horror|Mystery|Thriller,,
2966,2903,Psycho III (1986),Horror|Thriller,,
2968,2906,Random Hearts (1999),Drama|Romance,,
2969,2907,Superstar (1999),Comedy,,
2970,2908,Boys Don't Cry (1999),Drama,,
2971,2912,"Limey, The (1999)",Crime|Drama|Thriller,,
2973,2916,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller,,
2974,2917,Body Heat (1981),Crime|Thriller,,
2979,2921,High Plains Drifter (1973),Western,,
2980,2922,Hang 'Em High (1968),Crime|Drama|Western,,
2981,2924,Drunken Master (Jui kuen) (1978),Action|Comedy,,
2982,2925,"Conformist, The (Conformista, Il) (1970)",Drama,,
2983,2926,Hairspray (1988),Comedy|Drama,,
2985,2928,"Razor's Edge, The (1984)",Drama,,
2986,2929,Reds (1981),Drama|Romance,,
2987,2930,Return with Honor (1998),Documentary,,
2988,2931,Time of the Gypsies (Dom za vesanje) (1989),Comedy|Crime|Drama|Fantasy,,
2989,2932,Days of Heaven (1978),Drama,,
2991,2936,Sullivan's Travels (1941),Adventure|Comedy|Romance,,
2996,2942,Flashdance (1983),Drama|Romance,,
2998,2944,"Dirty Dozen, The (1967)",Action|Drama|War,,
2999,2946,Help! (1965),Comedy|Musical,,
3000,2947,Goldfinger (1964),Action|Adventure|Thriller,,
3001,2948,From Russia with Love (1963),Action|Adventure|Thriller,,
3002,2949,Dr. No (1962),Action|Adventure|Thriller,,
3003,2950,"Blue Lagoon, The (1980)",Adventure|Drama|Romance,,
3010,2956,Someone to Watch Over Me (1987),Action|Crime|Thriller,,
3065,2961,"Story of Us, The (1999)",Comedy|Drama,,
3066,2962,Fever Pitch (1997),Comedy|Romance,,
3067,2964,Julien Donkey-Boy (1999),Drama,,
3068,2965,"Omega Code, The (1999)",Action,,
3073,2969,"Man and a Woman, A (Un homme et une femme) (1966)",Drama|Romance,,
3074,2970,Fitzcarraldo (1982),Adventure|Drama,,
3075,2971,All That Jazz (1979),Drama|Fantasy|Musical,,
3076,2972,Red Sorghum (Hong gao liang) (1987),Drama|War,,
3077,2973,Crimes and Misdemeanors (1989),Comedy|Crime|Drama,,
3078,2974,Bats (1999),Horror|Thriller,,
3079,2975,"Best Man, The (1999)",Comedy|Drama,,
3080,2976,Bringing Out the Dead (1999),Drama,,
3081,2977,Crazy in Alabama (1999),Comedy|Drama,,
3082,2978,Three to Tango (1999),Comedy|Romance,,
3083,2979,Body Shots (1999),Drama,,
3084,2982,"Guardian, The (1990)",Horror|Thriller,,
3085,2983,"Ipcress File, The (1965)",Thriller,,
3086,2984,On Any Sunday (1971),Documentary,,
3087,2985,RoboCop (1987),Action|Crime|Drama|Sci-Fi|Thriller,,
3088,2986,RoboCop 2 (1990),Action|Crime|Sci-Fi|Thriller,,
3090,2988,Melvin and Howard (1980),Drama,,
3091,2989,For Your Eyes Only (1981),Action|Adventure|Thriller,,
3092,2990,Licence to Kill (1989),Action|Adventure|Thriller,,
3093,2991,Live and Let Die (1973),Action|Adventure|Thriller,,
3094,2992,Rawhead Rex (1986),Horror|Thriller,,
3095,2993,Thunderball (1965),Action|Adventure|Thriller,,
3096,2995,House on Haunted Hill (1999),Horror|Thriller,,
3097,2996,Music of the Heart (1999),Drama,,
3098,2997,Being John Malkovich (1999),Comedy|Drama|Fantasy,,
3105,3002,My Best Fiend (Mein liebster Feind) (1999),Documentary,,
3106,3003,Train of Life (Train de vie) (1998),Comedy|Drama|Romance|War,,
3107,3004,"Bachelor, The (1999)",Comedy|Romance,,
3108,3005,"Bone Collector, The (1999)",Thriller,,
3112,3008,Last Night (1998),Drama|Sci-Fi,,
3113,3010,Rosetta (1999),Drama,,
3115,3013,Bride of Re-Animator (1990),Comedy|Horror,,
3116,3014,Bustin' Loose (1981),Comedy,,
3117,3015,Coma (1978),Thriller,,
3118,3016,Creepshow (1982),Horror,,
3119,3017,Creepshow 2 (1987),Horror,,
3120,3018,Re-Animator (1985),Comedy|Horror|Sci-Fi,,
3121,3019,Drugstore Cowboy (1989),Crime|Drama,,
3122,3020,Falling Down (1993),Action|Drama,,
3123,3021,"Funhouse, The (1981)",Horror,,
3124,3022,"General, The (1926)",Comedy|War,,
3125,3024,Piranha (1978),Horror|Sci-Fi,,
3127,3029,Nighthawks (1981),Action|Drama,,
3129,3031,Repossessed (1990),Comedy,,
3130,3032,"Omega Man, The (1971)",Action|Drama|Sci-Fi|Thriller,,
3131,3033,Spaceballs (1987),Comedy|Sci-Fi,,
3132,3034,Robin Hood (1973),Adventure|Animation|Children|Comedy|Musical,,
3133,3035,Mister Roberts (1955),Comedy|Drama|War,,
3134,3036,"Quest for Fire (Guerre du feu, La) (1981)",Adventure|Drama,,
3135,3037,Little Big Man (1970),Western,,
3136,3038,"Face in the Crowd, A (1957)",Drama,,
3140,3041,Meatballs Part II (1984),Comedy,,
3141,3042,Meatballs III (1987),Comedy,,
3142,3043,Meatballs 4 (1992),Comedy,,
3145,3045,Peter's Friends (1992),Comedy|Drama,,
3146,3046,"Incredibly True Adventure of Two Girls in Love, The (1995)",Comedy|Romance,,
3147,3048,Under the Rainbow (1981),Comedy,,
3148,3051,Anywhere But Here (1999),Comedy|Drama,,
3154,3053,"Messenger: The Story of Joan of Arc, The (1999)",Drama|War,,
3155,3054,Pokémon: The First Movie (1998),Adventure|Animation|Children|Fantasy|Sci-Fi,,
3156,3055,Felicia's Journey (1999),Thriller,,
3157,3056,Oxygen (1999),Crime|Drama|Thriller,,
3158,3057,Where's Marlowe? (1998),Comedy,,
3160,3061,Holiday Inn (1942),Comedy|Musical,,
3161,3062,"Longest Day, The (1962)",Action|Drama|War,,
3162,3063,Poison Ivy (1992),Drama|Thriller,,
3163,3064,Poison Ivy: New Seduction (1997),Drama|Thriller,,
3164,3066,Tora! Tora! Tora! (1970),Action|Drama|War,,
3165,3067,Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988),Comedy|Drama,,
3166,3068,"Verdict, The (1982)",Drama|Mystery,,
3167,3070,"Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984)",Adventure|Comedy|Sci-Fi,,
3170,3073,"Sandpiper, The (1965)",Drama|Romance,,
3171,3074,Jeremiah Johnson (1972),Western,,
3172,3075,Repulsion (1965),Drama|Horror,,
3173,3076,Irma la Douce (1963),Comedy,,
3176,3078,Liberty Heights (1999),Drama,,
3177,3079,Mansfield Park (1999),Comedy|Drama|Romance,,
3179,3082,"World Is Not Enough, The (1999)",Action|Adventure|Thriller,,
3180,3083,All About My Mother (Todo sobre mi madre) (1999),Drama,,
3181,3086,Babes in Toyland (1934),Children|Comedy|Fantasy|Musical,,
3184,3088,Harvey (1950),Comedy|Fantasy,,
3185,3089,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),Drama,,
3186,3090,Matewan (1987),Drama,,
3187,3091,Kagemusha (1980),Drama|War,,
3188,3093,McCabe & Mrs. Miller (1971),Drama|Western,,
3189,3094,Maurice (1987),Drama|Romance,,
3192,3096,My Man Godfrey (1957),Comedy,,
3196,3099,Shampoo (1975),Comedy|Drama|Romance,,
3197,3100,"River Runs Through It, A (1992)",Drama,,
3199,3102,Jagged Edge (1985),Crime|Romance|Thriller,,
3200,3103,Stanley & Iris (1990),Drama|Romance,,
3201,3104,Midnight Run (1988),Action|Comedy|Crime|Thriller,,
3202,3105,Awakenings (1990),Drama|Mystery,,
3203,3106,Come See the Paradise (1990),Drama|Romance,,
3204,3107,Backdraft (1991),Action|Drama,,
3206,3109,"River, The (1984)",Drama,,
3208,3112,'night Mother (1986),Drama,,
3209,3113,End of Days (1999),Action|Fantasy|Horror|Mystery|Thriller,,
3219,3117,Ride with the Devil (1999),Drama|Romance|War,,
3220,3120,"Distinguished Gentleman, The (1992)",Comedy,,
3222,3127,Holy Smoke (1999),Comedy|Drama,,
3223,3129,Sweet and Lowdown (1999),Comedy|Drama,,
3224,3130,Bonfire of the Vanities (1990),Comedy|Crime|Drama,,
3225,3132,Daddy Long Legs (1919),Comedy|Drama,,
3229,3138,Stealing Home (1988),Drama,,
3230,3141,"Two Jakes, The (1990)",Drama,,
3231,3142,U2: Rattle and Hum (1988),Documentary|Musical,,
3232,3143,Hell in the Pacific (1968),Drama|War,,
3233,3145,Cradle Will Rock (1999),Drama,,
3234,3146,Deuce Bigalow: Male Gigolo (1999),Comedy,,
3236,3148,"Cider House Rules, The (1999)",Drama,,
3237,3150,"War Zone, The (1999)",Drama|Thriller,,
3239,3153,"7th Voyage of Sinbad, The (1958)",Action|Adventure|Fantasy,,
3240,3155,Anna and the King (1999),Drama|Romance,,
3241,3156,Bicentennial Man (1999),Drama|Romance|Sci-Fi,,
3242,3157,Stuart Little (1999),Children|Comedy|Fantasy,,
3243,3158,"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)",Drama,,
3244,3159,Fantasia 2000 (1999),Animation|Children|Musical|IMAX,,
3246,3161,Onegin (1999),Drama|Romance,,
3247,3162,Simpatico (1999),Comedy|Drama,,
3248,3163,Topsy-Turvy (1999),Comedy|Drama|Musical,,
3249,3165,Boiling Point (1993),Action|Drama,,
3250,3167,Carnal Knowledge (1971),Comedy|Drama,,
3251,3168,Easy Rider (1969),Adventure|Drama,,
3252,3169,The Falcon and the Snowman (1985),Crime|Drama|Thriller,,
3253,3171,Room at the Top (1959),Drama,,
3254,3173,Any Given Sunday (1999),Drama,,
3269,3177,Next Friday (2000),Comedy,,
3271,3179,Angela's Ashes (1999),Drama,,
3273,3182,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999)",Documentary,,
3274,3183,"Third Miracle, The (1999)",Drama,,
3275,3185,Snow Falling on Cedars (1999),Drama,,
3282,3189,My Dog Skip (1999),Children|Drama,,
3283,3190,Supernova (2000),Adventure|Sci-Fi|Thriller,,
3285,3194,"Way We Were, The (1973)",Drama|Romance,,
3286,3196,Stalag 17 (1953),Drama|War,,
3287,3197,"Presidio, The (1988)",Action|Crime|Romance|Thriller,,
3288,3198,Papillon (1973),Crime|Drama,,
3289,3200,"Last Detail, The (1973)",Comedy|Drama,,
3290,3201,Five Easy Pieces (1970),Drama,,
3291,3203,Dead Calm (1989),Thriller,,
3292,3204,"Boys from Brazil, The (1978)",Action|Mystery|Thriller,,
3293,3206,Against All Odds (1984),Romance,,
3294,3208,Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) (1993),Action|Comedy,,
3298,3213,Batman: Mask of the Phantasm (1993),Animation|Children,,
3299,3214,American Flyers (1985),Drama,,
3300,3217,"Star Is Born, A (1937)",Drama,,
3301,3219,Pacific Heights (1990),Mystery|Thriller,,
3302,3221,"Draughtsman's Contract, The (1982)",Drama,,
3303,3223,"Zed & Two Noughts, A (1985)",Drama,,
3304,3224,Woman in the Dunes (Suna no onna) (1964),Drama,,
3305,3225,Down to You (2000),Comedy|Romance,,
3306,3230,"Odessa File, The (1974)",Thriller,,
3307,3235,Where the Buffalo Roam (1980),Comedy,,
3308,3238,Eye of the Beholder (1999),Thriller,,
3309,3240,"Big Tease, The (1999)",Comedy,,
3310,3241,"Cup, The (Phörpa) (1999)",Comedy,,
3311,3243,Encino Man (1992),Comedy,,
3312,3244,"Goodbye Girl, The (1977)",Comedy|Romance,,
3313,3246,Malcolm X (1992),Drama,,
3315,3248,Sister Act 2: Back in the Habit (1993),Comedy,,
3316,3249,"Hand That Rocks the Cradle, The (1992)",Drama|Thriller,,
3318,3251,Agnes of God (1985),Drama|Mystery,,
3319,3252,Scent of a Woman (1992),Drama,,
3320,3253,Wayne's World (1992),Comedy,,
3321,3254,Wayne's World 2 (1993),Comedy,,
3322,3255,"League of Their Own, A (1992)",Comedy|Drama,,
3323,3256,Patriot Games (1992),Action|Crime|Drama|Thriller,,
3324,3257,"Bodyguard, The (1992)",Drama|Romance|Thriller,,
3328,3261,Singles (1992),Comedy|Drama|Romance,,
3329,3262,Twin Peaks: Fire Walk with Me (1992),Crime|Drama|Mystery|Thriller,,
3331,3264,Buffy the Vampire Slayer (1992),Action|Comedy|Horror,,
3340,3267,"Mariachi, El (1992)",Action|Crime|Thriller|Western,,
3341,3268,Stop! Or My Mom Will Shoot (1992),Action|Comedy,,
3342,3269,Forever Young (1992),Drama|Romance|Sci-Fi,,
3344,3271,Of Mice and Men (1992),Drama,,
3345,3272,Bad Lieutenant (1992),Crime|Drama,,
3348,3274,Single White Female (1992),Drama|Thriller,,
3349,3275,"Boondock Saints, The (2000)",Action|Crime|Drama|Thriller,,
3350,3276,Gun Shy (2000),Comedy,,
3351,3280,"Baby, The (1973)",Horror,,
3353,3283,Minnie and Moskowitz (1971),Action,,
3354,3284,They Might Be Giants (1971),Comedy|Mystery|Romance,,
3355,3285,"Beach, The (2000)",Adventure|Drama,,
3356,3286,Snow Day (2000),Comedy,,
3357,3287,"Tigger Movie, The (2000)",Animation|Children,,
3358,3289,Not One Less (Yi ge dou bu neng shao) (1999),Drama,,
3359,3294,Eaten Alive (1977),Horror,,
3360,3295,Raining Stones (1993),Drama,,
3361,3296,To Sir with Love (1967),Drama,,
3362,3298,Boiler Room (2000),Crime|Drama|Thriller,,
3363,3299,Hanging Up (2000),Comedy|Drama,,
3364,3300,Pitch Black (2000),Horror|Sci-Fi|Thriller,,
3365,3301,"Whole Nine Yards, The (2000)",Comedy|Crime,,
3366,3302,Beautiful People (1999),Comedy,,
3367,3303,Black Tar Heroin: The Dark End of the Street (2000),Documentary,,
3371,3308,"Flamingo Kid, The (1984)",Comedy|Drama,,
3373,3313,Class Reunion (1982),Comedy,,
3374,3315,Happy Go Lovely (1951),Musical,,
3375,3316,Reindeer Games (2000),Action|Thriller,,
3377,3323,Chain of Fools (2000),Comedy|Crime,,
3378,3324,Drowning Mona (2000),Comedy,,
3379,3325,"Next Best Thing, The (2000)",Comedy|Drama,,
3380,3326,What Planet Are You From? (2000),Comedy|Sci-Fi,,
3381,3327,Beyond the Mat (1999),Documentary,,
3382,3328,Ghost Dog: The Way of the Samurai (1999),Crime|Drama,,
3383,3329,The Year My Voice Broke (1987),Drama|Romance,,
3386,3331,My Tutor (1983),Drama,,
3387,3334,Key Largo (1948),Crime|Drama|Film-Noir|Thriller,,
3390,3342,Birdy (1984),Drama|War,,
3391,3344,Blood Feast (1963),Horror,,
3392,3345,"Charlie, the Lonesome Cougar (1967)",Adventure|Children,,
3393,3347,Never Cry Wolf (1983),Adventure|Drama,,
3394,3350,"Raisin in the Sun, A (1961)",Drama,,
3395,3353,"Closer You Get, The (2000)",Comedy|Romance,,
3396,3354,Mission to Mars (2000),Sci-Fi,,
3397,3355,"Ninth Gate, The (1999)",Fantasy|Horror|Mystery|Thriller,,
3398,3357,East-West (Est-ouest) (1999),Drama|Romance,,
3399,3358,Defending Your Life (1991),Comedy|Drama|Fantasy|Romance,,
3400,3359,Breaking Away (1979),Comedy|Drama,,
3402,3361,Bull Durham (1988),Comedy|Drama|Romance,,
3403,3362,Dog Day Afternoon (1975),Crime|Drama,,
3404,3363,American Graffiti (1973),Comedy|Drama,,
3405,3364,"Asphalt Jungle, The (1950)",Crime|Film-Noir,,
3406,3365,"Searchers, The (1956)",Drama|Western,,
3407,3368,"Big Country, The (1958)",Romance|Western,,
3408,3370,Betrayed (1988),Drama|Thriller,,
3409,3372,"Bridge at Remagen, The (1969)",Action|War,,
3410,3374,Daughters of the Dust (1991),Drama,,
3411,3378,"Ogre, The (Unhold, Der) (1996)",Drama,,
3412,3379,On the Beach (1959),Drama,,
3417,3387,Who's Harry Crumb? (1989),Comedy|Mystery,,
3418,3388,Harry and the Hendersons (1987),Children|Comedy,,
3419,3389,Let's Get Harry (1986),Action|Adventure,,
3420,3390,Shanghai Surprise (1986),Adventure|Crime|Drama|Romance,,
3421,3391,Who's That Girl? (1987),Comedy,,
3422,3392,She-Devil (1989),Comedy,,
3423,3393,Date with an Angel (1987),Comedy|Fantasy|Romance,,
3424,3394,Blind Date (1987),Comedy|Romance,,
3425,3395,Nadine (1987),Comedy,,
3426,3396,"Muppet Movie, The (1979)",Adventure|Children|Comedy|Musical,,
3427,3397,"Great Muppet Caper, The (1981)",Children|Comedy,,
3428,3398,"Muppets Take Manhattan, The (1984)",Children|Comedy|Musical,,
3429,3400,We're Back! A Dinosaur's Story (1993),Adventure|Animation|Children|Fantasy,,
3430,3401,Baby... Secret of the Lost Legend (1985),Adventure|Sci-Fi,,
3431,3402,Turtle Diary (1985),Comedy|Drama|Romance,,
3432,3403,Raise the Titanic (1980),Drama|Thriller,,
3433,3404,Titanic (1953),Action|Drama,,
3434,3405,"Night to Remember, A (1958)",Action|Drama,,
3435,3406,Captain Horatio Hornblower R.N. (1951),Action|Adventure|Drama|War,,
3438,3409,Final Destination (2000),Drama|Thriller,,
3439,3410,Soft Fruit (1999),Comedy|Drama,,
3440,3412,"Bear, The (Ours, L') (1988)",Adventure|Children|Drama,,
3441,3414,Love Is a Many-Splendored Thing (1955),Drama|Romance|War,,
3442,3415,"Mirror, The (Zerkalo) (1975)",Drama,,
3443,3417,"Crimson Pirate, The (1952)",Adventure|Comedy,,
3444,3418,Thelma & Louise (1991),Adventure|Crime|Drama,,
3448,3422,She's Gotta Have It (1986),Comedy|Romance,,
3449,3423,School Daze (1988),Drama,,
3452,3425,Mo' Better Blues (1990),Drama|Musical,,
3453,3426,Jungle Fever (1991),Drama|Romance,,
3454,3428,"Champ, The (1979)",Drama,,
